original_index,review_text,polarity,rating,kfold_polarity,kfold_rating
20686,Estou aguardando uma posição da loja em relação a disponibilidade do produto,0.0,1,3,3
5889,"Bom dia! 
Estou insatisfeita com a segunda compra, pois era para ser entregue até 27/04/2017 e até o momento não a recebi. Já terminei de pagar e a mercadoria não me foi entregue.",0.0,2,3,3
33108,Não recebi minha mercadoria ainda. Pois o prazo já passou e não recebi.,0.0,1,3,3
39994,Nao recebi o produto.,0.0,1,3,3
79115,Envio rápido e produto muito bem embalado,1.0,5,3,3
75076,"Até o momento não recebi o pedido, também não recebi informações do atraso de entrega do pedido. ",0.0,1,3,3
7306,Produto com prazo de entrega no dia 01/08/2018 e foi entregue no dia 26/07/2018.,1.0,5,3,3
42259,Produto chegou antes d prazo !!!!,1.0,4,3,3
28034,Produto com ótimo custo benefício e entrega no prazo.,1.0,5,3,3
25125,"Bom dia. Comprei cinco itens e recebi três, Xbox Entregue, dois jogos Entregue, um carregador Entregue. Falta um controle do xbox e uma capa. Estou esperando PACIENTEMENTE.",0.0,1,3,3
40595,Quero fazer a devolução do produto inclusive já entrei com pedido já se passaram as 48 horas e até agora nem resposta tive. O produto veio com a altura diferente do anúncio e não quero ele.,0.0,1,3,3
98671,Entregue no prazo,1.0,5,3,3
27144,Ótimo produto e veio em perfeito estado.,1.0,4,3,3
90556,A loja não entregou o produto e não da explicação para isso.,0.0,1,3,3
24579,Gostei muito.,1.0,5,3,3
26347,Muito bom,1.0,4,3,3
77762,não chegou na minha casa e veio faltando peca estou esperando vcs entrarem em contado comigo se não vou no procon,0.0,1,3,3
21294,Entrega foi muito ágil,1.0,5,3,3
52251,Nao recebi o meu produto ainda,,3,-1,3
10151,Satisfação 100%,1.0,5,3,3
90351,boa,1.0,4,3,3
17520,Previsão para a entrega do produto até o dia 19/02. Hoje dia 21/02 ainda não recebi.,0.0,2,3,3
73735,"São muito atenciosos e prestativos. 
",1.0,5,3,3
44707,O produto chegou porém atrasadíssimo pq era presente,,3,-1,3
30336,"Entrega rápida, só não gostei do material, muito fraco esperava um material melhor, fiquei decepcionada.o material deveria ser bem melhor",,3,-1,3
91983,antes do prazo,1.0,5,3,3
60465,Entrega rápida!!!,1.0,5,3,3
52050,"Foi feito estorno do produto , mas demora muito grande pra resolver o problema, mas resolvido",0.0,2,3,3
7905,"Tive um problema com a empressa pois já tinha cancelado o produto e já tinham me enviado o email de cancelamento, mesmo assim foi cobrado no cartão de crédito e me foi enviado o produto. Fiquei então.",,3,-1,3
48593,Até o presente momento foi recebido apenas a base do bebê conforto.,0.0,1,3,3
41054,Comprei a cozinha da turma da Mônica e foi entregue o mercadinho.,0.0,1,3,3
4831,Só entregaram metade do pedido por enquanto,,3,-1,3
36610,Película do Fusor Lexmark E250 260 350 460 so chegou as peliculas falta a unidade de cilindro.,0.0,1,3,3
81281,Excelente satisfação,1.0,5,3,3
29243,Produto bom,1.0,5,3,3
81538,Recebi o pedido em menos de uma semana. Só que comprei com as medidas erradas e quero devolver o produto dentro do prazo do direito do consumidor e não estou conseguindo.,1.0,5,3,3
68840,"Chegou no prazo, até bem antes do prazo. Porém o material da pasta não era o que esperava. ",0.0,2,3,3
57359,"Estou insatisfeita com o produto comprado...
Não era oq estava na descrição...
Na descrição estava escrito rolo e não um pedaço q não dá para fazer nada...",0.0,1,3,3
14992,"produto bom, apesar de sr 80 agodão e 20 poliester, mas fica lindo na cama recomendo.",,3,-1,3
74482,"Produto chegou rápido, com a qualidade esperada. Além de ser uma loja com preços muito bons e produtos interessantes.",1.0,5,3,3
63282,Produto não é original. Qualidade ruim e com defeito (fica oscilando o carregamento),0.0,2,3,3
97437,muito boa qualidade .,1.0,5,3,3
18254,Foi entregue no prazo.,1.0,4,3,3
56179,Meu filho gostou e ficou super feliz!,1.0,5,3,3
19616,Produto correto e entregue no prazo,1.0,5,3,3
5844,Chegou muito rapido,1.0,4,3,3
20135,"Cumpre o que promete, porém, não veio o brinde que o mesmo acusa.",1.0,4,3,3
25361,OK,1.0,4,3,3
64187,Chegou conforme eu desejava,1.0,5,3,3
62228,Fiz a compra de 5 quantidades e só me foram entregues 4,,3,-1,3
2385,Entrega sempre rápida e certa.,1.0,4,3,3
76844,"Produto bom, entrega excelente .",1.0,4,3,3
5561,muito bom e ainda mandaram um brinde lindinho junto!! RECOMENDO.,1.0,5,3,3
24588,Estou no aguardo a entrega deste produto,,3,-1,3
10082,Ok,1.0,5,3,3
15573,"Gostei muito vale apena muito certos um grande abraço
",1.0,5,3,3
11191,"Adorei e os bichinhos também, super prático e higiênico.",1.0,5,3,3
41754,Ótimo produto,1.0,4,3,3
52469,Produtos entregues corretamente e sem problemas.,1.0,4,3,3
99071,"Entregou bem antes do previsto, excelente produto
",1.0,5,3,3
48598,Não usei ainda,1.0,4,3,3
63960,"Deu tudo certo com a negociação, recebimento tudo OK, so tive problemas na entrega devido a greve dos correios.
O pneu é de ótima qualidade superou minhas expectativas, recomendo.",1.0,4,3,3
45661,"Só tive problemas Com relação a entrega, mas agora recebi ; super satisfeita ",,3,-1,3
37638,O produto ainda não foi entregue e extrapolou todas datas previstas de atendimento.,0.0,1,3,3
53052,O produto é muito fraco. O encaixe é ruim e se solta sozinh dificultando a diversão.,,3,-1,3
59244,Cadeira conforme descrita no site. Tudo certo.,1.0,5,3,3
30077,Recomendo,,3,-1,3
16552,Excelente entrega...deveria ser assim em todas as lojjas,1.0,5,3,3
92039,Adorei a rapidez,1.0,5,3,3
88264,O produto chegou no prazo! Mas o material é inferior não compensa o valor. Não recomendo,0.0,1,3,3
56471,"Gosto de comprar na lannister mais esta entrega deixou a desejar, um produto tao simples tao pequeno e fui obrigada buscar nos correios. e paguei por uma entrega em casa, foi mencionado que nao prime",0.0,2,3,3
73487,Recomendo com certeza! Assim que estiver na metade vou adquirir outra oferta semelhante!,1.0,5,3,3
84316,"Peço auxílio para resolver esse problema. Não recebi o produto até agora, depois de 2 meses do pedido. Aguardo retorno",0.0,1,3,3
16267,Comprei o mesmo produto que achei em uma loja física 50% mais barato!,1.0,5,3,3
24964,A criança já está se formando e o produto ainda não chegou,0.0,1,3,3
58353,Ainda não abrir o produto mas parece muito bom,1.0,5,3,3
52519,Melhor do que o esperado,1.0,5,3,3
4905,"Empresa simplesmente não entregou o produto, nao consigo cancelar a compra e foi cobrado... Exijo soluçao imediata e extorno dos valores.",0.0,1,3,3
17422,Fiquei dececionada o produto É bem diferente na foto é lindos ao vivo é bem fajuto eu não compro mas esses produtos vou ir na loja perdeu uma cliente propaganda enganosa.,0.0,1,3,3
51762,"Muito bonita, ótimo acabamento, entrega super rápida. Adorei!",1.0,5,3,3
60744,"A entrega foi efetuada antes do prazo, excelente.",1.0,4,3,3
90200,Rápido e eficiente,1.0,5,3,3
15107,"Estou muito satisfeito com lojas lannister, vocês estão de parabéns !",1.0,5,3,3
41558,"O produto seria mais interessante caso viesse com as instalações elétricas das lâmpadas adjacentes conectadas ao centro do pendente. Como vieram todas desconectadas, terei que pagar p/ alguém instalar",1.0,5,3,3
6228,Obrigado...,1.0,5,3,3
11536,As cores de algumas barras eram diferentes de como estavam na foto da embalagem.,1.0,4,3,3
30582,Nota 10 para entrega super rápida com certeza já indiquei e indico agilidade estao de parabéns,1.0,5,3,3
99348,MUITO BOM RECOMENDO A TODOS,1.0,5,3,3
66001,O produto nas fotos parece ser um tecido grosso e quando abri é bem fininho fiquei um pouco chateada quanto a qualidade.,,3,-1,3
37598,Produto entregue dentro do prazo e td certo.,,3,-1,3
86721,Correspondeu as minhas expectativas! Bela cortina e ótimo acabamento. Excelente produto. Super recomendo.,1.0,5,3,3
3108,"Chegou bem antes do previsto, com três dias após aprovação pedido. Muito bom ",1.0,5,3,3
72791,Muito bom,1.0,5,3,3
69985,"Comprei 4 produtos, mas recebi apenas um. Prejuízo total! Não recomendo. ",0.0,1,3,3
19842,Barato é funciona.,1.0,5,3,3
55872,Até hoje nada. Prazo era até dia 26,0.0,1,3,3
71020,o produto é caro e pouco atrativo,0.0,2,3,3
90003,Não cumpre o que anuncia. Não entregou o produto. Quero meu dinheiro de volta. Desonestidade.,0.0,1,3,3
9722,Ainda tenho esperança de receber o produto. Aparentemente o problema foi no Correio.,0.0,1,3,3
92121,"O cartucho veio com problema, foi testado e jogado fora. Não recomendo compra de cartucho hp.",0.0,1,3,3
83289,Loja super responsável e correta recomendo,1.0,5,3,3
55352,Mercadoria com atraso superior ao relevante.,0.0,1,3,3
30709,"Achei um absurdo o produto estar disponível no site, o pagamento autorizado e debitado no cartão e a entrega não realizada ""por divergência no estoque"" segundo e mail que recebi... ",0.0,1,3,3
71749,mas ou menos,,3,-1,3
39,Nada de chegar o meu pedido.,0.0,1,3,3
65168,"Obrigada, o produto chegou antes do prazo e é muito bonito.",1.0,4,3,3
30578,Produto de boa qualidade e bom acabamento,1.0,5,3,3
33211,"entrega na data prevista,somente a qualidade do material não é o mesmo que eu pensava mas pelo preço ta valido",1.0,5,3,3
20724,Conforme anunciado chegou antes do prazo,1.0,5,3,3
62669,Gostei dos relógios mas a minha decepção foi na entrega faltou o relógio de pingente folha.,0.0,1,3,3
76690,"Foi entregue no prazo,produto entregue igualzinho que eu comprei o vendedor é muito responsável ,o produto com muita qualidade e lindooooooo😍 Amei ",1.0,4,3,3
27626,Comprei um produto de 250m e recebi um produto 100m,0.0,1,3,3
77351,AINDA NÃO RECEBI O PRODUTO,0.0,1,3,3
97229,Tudo ok. Só que eu preciso fazer a troca deste produto qual procedimento.,1.0,5,3,3
55327,Gostaria de informações sobre a não entrega do produto.,0.0,2,3,3
90070,"Ainda vou avaliar se realmente é original da Peugeot conforme anunciado.

Att. ",1.0,4,3,3
99644,Chegou d3ntro do prazo bem embalado tudo certinho estou muito satisfeita.,1.0,5,3,3
46981,"Eu realizei a compra de 4 unidades e só chegaram 2 unidades na minha residência, porém, no meu cartão foi cobrado o valor referente as 4 unidades, ninguém resolve o problema. NÃO RECOMENDO!
",0.0,1,3,3
82032,"A stark mais uma vez está de parabéns pela rapidez na entrega do produto.
A Central Multimídia é a mesma usada no novo Corolla, na compra teve a câmera de ré de brinde, até o presente não instale",1.0,4,3,3
45087,Chegou em perfeita condições e muito ágil a entrega recomendo a todos parabéns. Obrigada,1.0,5,3,3
35164,Produto ótimo e entrega rápida 👍,1.0,5,3,3
34248,"Foi entregue 2 dias depois da data prevista.
Fiquei muito satisfeita com o produto, é tudo que eu esperava.",1.0,5,3,3
72249,bom atendimento,1.0,4,3,3
41208,um absurdo eu gosto de compra na stark mais esse passou dos limites paguei e ja faz um mes e não recebi meus produtos estou decepcionado,0.0,1,3,3
57807,produto conforme anunciado!,1.0,5,3,3
38286,PRODUTO ENTREGUE CORRETAMENTE DENTRO DO PRAZO....MUITO BOM O ATENDIMENTO!!!!!,1.0,5,3,3
23080,"Comprei uma mesa com 2 compartimentos, um para o notebook e outro para o mouse e encaminharam uma mesa mais simples com apenas um compartimento, estou aguardando o retorno para encaminharem o produto ",0.0,1,3,3
44217,Meu pedido não foi entregue,0.0,2,3,3
65788,m,,3,-1,3
97184,dentro das minhas espectativas,,3,-1,3
67241,a entrega nao chegou correta completa,0.0,1,3,3
95509,achei ótimo recomendo,1.0,5,3,3
49175,"Já sou cliente a anos das Lojas lannister, bem como suas parceiras. Nunca tive problema algum nas entregas e prazo. Quanto ao MP3 gostei. Simples e fácil de usar. Aprovado!",1.0,4,3,3
51328,Eu gostei e muito lindo,1.0,5,3,3
94946,Excelente.,1.0,5,3,3
67431,"ESTE ITEM VEIO SEM O CABO DE ALIMENTAÇÃO DA ENERGIA, O QUE NÃO ADIANTOU NADA TER COMPRADO. A IMAGEM NÃO É CLARA QUANTO AO ITEM FUNDAMENTAL PARA QUE O PRODUTO TENHA FUNCIONALIDADE. NÃO RECOMENDO",0.0,1,3,3
58315,"Melhor saite para entrega, chegou antes do prazo.",1.0,5,3,3
743,"Entrega antes do prazo, recomendo essa loja.",1.0,5,3,3
89974,"Estou aguardando o produto até agora!
Espero que a loja lannister tome as devidas providências.",0.0,1,3,3
5859,lannister é nota 10 sempre.,1.0,5,3,3
22333,"Perfuração da camêra fora de centro, além de não cobrir as bordas contrário a descrição do produto, deixa de cobrir cerca de 1,5 mm ao redor da tela.
Não recomendo.",0.0,1,3,3
38316,"A loja utiliza os Correios para o envio e a entrega, prevista até 31/01/2018 foi realizada em 08/01/2018 muito antes do previsto. Parabéns por utilizar os Correios. EXCELENTE!",1.0,5,3,3
27635,"Produto perfeito entrega rápida... recomendo
",1.0,5,3,3
86865,Entregou rapido,1.0,5,3,3
20225,Bom,1.0,4,3,3
54142,"PROS: leve e facil de transportar. 
CONTRA: usar dois cabos usb. Se o notebook tiver somente 2 usb fica sem poder ligar mais nada, como um mouse sem fio por exemplo.",1.0,5,3,3
11629,excelente produto,1.0,5,3,3
39661,Aguardando.,1.0,5,3,3
62770,Tudo certo. Recomendo,1.0,5,3,3
38309,"O produto é ótimo, já faz algum tempo que uso. Agora, a Loja é excelente em todos os sentidos.",1.0,5,3,3
23305,Produto bom entrega rápida,1.0,5,3,3
99114,"ÓTIMO PRODUTO.
CHEGOU NO PRAZO.",1.0,5,3,3
69862,Produto de péssima qualidade ! Nao parece nada com a foto do produto no site ! Vou devolver !,0.0,1,3,3
46821,Já comprei vários itens no site é sempre chegam antes do prazo e sem defeito,1.0,4,3,3
46896,"Ela é bem compacta, porém, se nao tiver cuidado, podem cair os documentos. Seria bom que tivesse um lacre na vertical para evitar isto.",1.0,4,3,3
96237,"Produto veio bem embalado, funcionando direitinho. ",1.0,5,3,3
93495,Entrega rápida chegou antes do prazo. Lindo abajur. Recomendo.,1.0,5,3,3
75454,Demorou muito pra chegar.,1.0,4,3,3
53822,Comprei para minha filha ela super na expectativa é não chega nunca...todo dia me pergunta quando vai chegar e não sei mais o que respondo,0.0,1,3,3
3326,Ok.,1.0,5,3,3
58924,Ok,1.0,5,3,3
31264,"Produto lindo, muito bom, gostei muito. acima do esperado ",1.0,4,3,3
6315,"Gostei de comprar nas lannister, envio rápido e sem problemas",0.0,1,3,3
85371,lindo,1.0,5,3,3
65430,"Chegou antes do prazo, parabéns!",1.0,5,3,3
81591,Muito bom,1.0,5,3,3
28242,"Chegou dentro do prazo. Modelo é universal, tem que cortar.",,3,-1,3
25644,Recomendo!!,1.0,5,3,3
9571,Recebi o produto antecipadamente.,1.0,5,3,3
73748,"Produto maravilhoso, é caro, porem muito bom di ontem p minha cachorra q estava pura pulga, já havia usado de tudo e nada resolvia hj ela sta sem uma pulga no corpo, adorei",1.0,5,3,3
83690,O produto chegou. Mas demorou muito,,3,-1,3
18684,produto entregue no prazo e tem boa qualidade,1.0,5,3,3
33919,Não recebi meu produto,0.0,1,3,3
8908,"Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar. ",0.0,1,3,3
8494,Um produto que satisfaz a necessidade de quem quer um relógio funcionando conforme os padrões da categoria.,1.0,5,3,3
86937,Parabéns pelo trabalho..,1.0,5,3,3
56403,"Estou aguardando a entrega da película e capa transparente.comprei 2 televisões, 3telefones e outros produtos.Sempre recebi.Falta os produtos mencionados. Porque?",,3,-1,3
20182,Eu quero o meu produto ou meu dinheiro de volta!!!,0.0,1,3,3
24096,ok,0.0,2,3,3
45496,"Produto entregue bem embalado mas com atraso, postado no dia previsto para entrega. Não testado ainda.",1.0,4,3,3
67930,Entregue tudo certinho recomendo,1.0,5,3,3
82189,Nota 10,1.0,5,3,3
49185,"entao...nunca tive problemas com minhas compras...porem deste vez deixou a desejar ou seja estava agendado para ser entregue na seguinte data; 26/12/2017. ate agora nada!!!
",0.0,1,3,3
17268,O relógio é lindo gostei muito. Em relação a embalagem veio muito bem protegido.,1.0,5,3,3
45125,não gostei do acabamento produto de péssima qualidade,0.0,1,3,3
46686,"Apesar do prazo ser longo chegou no prazo informado. 

Sem problemas. ",1.0,5,3,3
97544,Bom.,,3,-1,3
9220,Ate o no momento não recebir o produto!!,,3,-1,3
69115,"Sempre compro e sempre recebo tudo certinho.
NOTA 10.",1.0,5,3,3
39878,"
",1.0,5,3,3
93136,"A loha enviou corretamente e dentro do prazo, porém, alvez por conta do transporte, o cartucho veio com defeito. Por isso já pedi a troca do produto e espero que minha solicitação seja atendida.",0.0,2,3,3
30534,Muito rapido. Satisfeita,1.0,5,3,3
30326,e remold não e confiável?,0.0,2,3,3
73362,Foi muito rápido a entrega,1.0,5,3,3
6842,"A entrega não está completa, Falta um pneu, por enquanto a avaliação é esta ",0.0,1,3,3
39028,nao tenho como avaliar ja que ainda nao recebi,0.0,1,3,3
47237,Meu irmão gostou muito do boné,1.0,4,3,3
49268,"A entrega teve 3 dias de atraso conforme a previsão. Não recomendaria porque o pedido foi feito dia 21/12/2017 e só recebi dia 20/01/2018, ou seja, 30 dias. Acho que a espera foi muito longa.",0.0,2,3,3
63439,"recomendo,chegou no prazo certo .",1.0,4,3,3
9758,Nesse valor deveria ser o frete grátis,1.0,4,3,3
93644,Prazo de entrega muito extenso,,3,-1,3
49145,"O pen drive não está transferindo as gravações pro cartão de memória.... Ele diz que não precisa de Quick para encaixar o cartão de memória, mas esse tem o Quick... quero trocar",0.0,2,3,3
17668,veio certinho como descrito,1.0,4,3,3
24691,Produto otimo so demorou chegar...,0.0,2,3,3
41973,Eu quero meu dinheiro de volta,0.0,1,3,3
24438,Razoável,,3,-1,3
19752,O produto foi entregue antes do prazo! Parabéns pela eficiência! Recomendo 😉😉😉👏👏👏,1.0,4,3,3
31680,Merda de loja não entregou meu pedido,0.0,1,3,3
16902,Amei o produto chegou antes do que o programado.,1.0,5,3,3
64500,Esperava um material melhor .Nao gostei .devolveria .Esperava um lustre de qualidade nao indico,0.0,1,3,3
93953,Entrega rápida,1.0,5,3,3
31051,Demorou pra vim e ainda veio errado o pedido Nice,0.0,1,3,3
21957,Otimo,1.0,5,3,3
68776,Chegou bem antes do prazo e chegou sem nenhum problema. Recomendo a loja.,,3,-1,3
24130,Excelente !!!,1.0,5,3,3
24291,"Entregue antes do prazo.....amei
",1.0,5,3,3
8855,"pedi o cancelamento da compra devido ao prazo de entrega, assim que foi feita. recebi o produto e está aqui ´rpno para devolvr. Como devolver?",0.0,2,3,3
91579,No Site consta de 22XL de 17ml e recebí 22XL de 11ml,0.0,2,3,3
81998,"NAO COMPREI PICADINHO P CHEGAR EM CASA, PICADINHO CADA DIA UMA COISA, NAO SOU SUA EMPREGADA, NAO QUERO MAS COMPRAR DE VOCES, NUNCA MAS. CHATO, ",1.0,4,3,3
94317,"Pendências resolvidas.
Só não gostei de "" ficar no escuro"" enquanto eles resolveram a questão...
Obrigado à todos os envolvidos!",1.0,4,3,3
94635,"Entregue muito antes do prazo, 
Excelente",1.0,5,3,3
57699,"Solicitei o cancelamento da compra dentro do prazo de 07 dias (conforme rege o código de defesa do consumidor) e o cancelamento não foi efetuado, produto não entregue e o pagamento não foi estornado.",0.0,2,3,3
61641,Recebi somente uma. Porém comprei duas. Não gostei da qualidade do produto e não veio embalada com etiqueta. Fica a impressão que é usada. E comprei para presentear. Quero devolve-lá.,0.0,2,3,3
78985,"Chegou até antes do prazo.
Agora aguardo a chegada do segundo produto.",1.0,5,3,3
50937,Poren estou aguardando uma resposta sobre a troca do produto o mesmo veio com amaçado e um pequeno aranhado na vidro,0.0,1,3,3
86639,"Deu prazo de 11 dias e chegou em três dos... estou adotando o produto, minhas estrias clarearam muito ",1.0,5,3,3
66958,"entregou antes do prazo previsto, excelente entrega ",1.0,5,3,3
94971,"Excelente, muito bonito. Apenas atrasou a entrega",1.0,4,3,3
34770,"produto chegou certinho,antes da data prometida,excelente!!!",1.0,5,3,3
72642,Amei o produto! Excelente qualidade.,1.0,5,3,3
39425,"O tecido deveria ser um pouco mais encorpado, grosso, resistente, visto que se trata de finalidade industrial. Após lavar e retirada a goma, ele terá a textura alterada e ficará mais fino do que já é.",,3,-1,3
91490,Produto chegou sem problemas,1.0,5,3,3
55866,Amei a pulseira 😍,1.0,5,3,3
9950,Produto de excelente qualidade entrega antes do prazo.,1.0,5,3,3
40830,Nota 10,1.0,5,3,3
50261,"Perfume de um aroma muito agradável, ideal para os dias e noites quentes de verão.",1.0,5,3,3
48183,Meu produto não chegou e não obtive resposta sabe loja sobre o atraso e quando o mesmo será entregue,0.0,1,3,3
53341,Eu não recebi este produto e eu gostaria de cancelar o pedido.,0.0,1,3,3
96059,"Adorei o produto, em perfeita qualidade, entregue no prazo. ",1.0,5,3,3
70249,"Mercadoria não foi entregue em meu endereço. Foi necessário retirar na agência dos correios.

Esperava receber em casa!",0.0,1,3,3
13821,Ótimo atendimento. Produto muito bem embalado e de ótima qualidade.,1.0,5,3,3
99390,Produto muito bom!,1.0,5,3,3
76490,"Produto entregue no prazo, porém sem manual ou orientação como configurar. Procurei instruções na internet e ainda assim o controle não funciona para o modelo de TV a que se destina. Não consigo usar!",,3,-1,3
52054,"Muito bom,super indico,entrega muito rápida parabéns. ",1.0,5,3,3
24800,A culpa não é da loja e sim do transporte,1.0,5,3,3
1430,atendeu as expectivas,1.0,5,3,3
30528,Estou a espera do produto à dias .. E ainda não foi entregue.,0.0,1,3,3
70229,"Boa tarde, , único problema é que o produto comprado e faturado em NF era um elefante de pelúcia CINZA de 65 cm e veio um elefante ROSA, 
Confiram por favor.",0.0,2,3,3
46426,O produto enviado não é o que foi adquirido. Quero meu dinheiro de volta,0.0,1,3,3
40515,a entrega foi super rápida antes da data prevista,1.0,5,3,3
63052,Produto veio com defeito. Mandei email solicitando a devolução do produto e a lannister me pediu para que eu entrasse em contato com o lojista. Fiz isto mas o lojista nao respondeu.,0.0,1,3,3
20744,O couro da carteira veio descolado em algumas partes. Está abrindo cada vez mais. Solicitei a troca mas até agora nem um retorno. Já comprei faz 3 dias.,,3,-1,3
61724,O produto voltou e nem sequer ligaram pra saber como proceder pra mandar novamente,0.0,1,3,3
58003,Meu pedido foi entregue muito antes no prazo máximo e em perfeito estado.,1.0,5,3,3
32910,Ótimo perfeito gostei do produto ótimo qualidade,1.0,5,3,3
86655,"Adquiri o produto através da lannister.com em 02/03/2018, mas o até esta data não recebi o produto.",0.0,1,3,3
48537,"Comprei um quadro mes passado, falaram q iria chegar no comeco do mes mais ate ahora nada",,3,-1,3
40271,O produto chegou rápido e de acordo com a descrição de venda. Nada a reclamar.,1.0,5,3,3
93820,"Chegou 1 produto e o outro nao ! 
Quero saber pq se esta os dois no mesmo vendedor e mesmo pedido... por favor ",0.0,1,3,3
34797,Só gostaria de saber do meu poturto si vai ser entregue,0.0,1,3,3
47404,O vendedor oferece um produto que não ta em estoque.,0.0,2,3,3
27732,produto de qualidade agilidade na entrega,1.0,4,3,3
74272,com a loja tudo certo mas problema com aparelho,0.0,1,3,3
72532,Muito bom,1.0,4,3,3
43716,Produto de ótima qualidade e chegou antes do prazo!,1.0,5,3,3
98264,Ótimo,1.0,5,3,3
31481,Recebi somente 02 pneus,,3,-1,3
5557,"Realizei a compra e o pgto no msm dia e ele foi confirmado em 1 dia. Levou semanas para a emissão da nota fiscal. A nota foi emitida, mas até hj o produto não foi p transporte. Ou seja, nunca nem vi!",0.0,1,3,3
86606,Produto dentro das minhas expectativas. Perfeito.,1.0,5,3,3
6086,Demorou para entregar e quando chegou veio errado.,0.0,2,3,3
87734,"Tenho dúvidas se o problema é com o fornecedor ou com o entregador, pois na operacionalização da compra beleza, já quanto ao tempo de entrega (via correios) tudo atrasado.",0.0,1,3,3
1263,"Produto de qualidade, entrega muito demorada",,3,-1,3
24324,Rapida entrega. Produto bem embalado. Recomendo.,1.0,4,3,3
44209,"Escolhi o controle remoto baseado na figura mostrada. Enviaram-me um outro, com as mesmas funções, é verdade, mas diferente do escolhido.O vendedor também não foi o mencionado na compra. ",0.0,1,3,3
7884,Produto diferente da foto. Produto sem fecho e por isso não serve.,0.0,1,3,3
94513,Ainda não foi entregue o produto Rádio portátil Sony,0.0,1,3,3
62197,O produto chegou muito antes do previsto e em boas condições de armazenamento.,1.0,5,3,3
54842,"este dourado eu adorei, ja aquele prata eu nao gostei, mas so vi que era tao ruim depois que lavei e coloquei na cama, o dourado e muito bom",1.0,5,3,3
1633,O produto está com problemas (defeito).,0.0,2,3,3
38745,"Faz maisde 1 mes que fiz o pedido, paguei no boleto e nao recebi o produto. Nao comprem.",0.0,1,3,3
63904,"O produto chegou no prazo , e com todas as peças , porém algumas vieram com as cerdas tortas ou muito ressecadas , e alguns pincéis são muito repetidos . Fora isso o produto é bom",,3,-1,3
26643,"Eu estou muito decepcionada.... comprei pneu pra moto crípton e veio menor do que o que eu uso as medidas veio incorreta, pedi a devolução do meu dinheiro.... ",0.0,2,3,3
8713,"Entrega no prazo, obrigado.",1.0,4,3,3
27858,Ótima compra!,1.0,5,3,3
56449,"Além de receber dentro do prazo estipulado, adorei a qualidade da embalagem do produto. Super segura! 
Parabéns! ",1.0,5,3,3
51560,Prazo da entrega bem rápido,1.0,4,3,3
67741,Minha encomenda chegou antes do prazo. Estou muito satisfeita com minha compra.,1.0,5,3,3
28669,Tá demorando a entrega,,3,-1,3
397,LOJA 10,1.0,5,3,3
95151,"Eu efetuei a compra de um pendrive dia 13/02/17, o prazo de entrega era até 14/03/17, porém não foi entregue. Entrei em contato com o stark que me informou que meu produto nem saiu do fornecedor.",0.0,1,3,3
94472,horrivel. nao entregou no endereço ''combinado'' e é praticamente impossivel contato...,0.0,1,3,3
89559,recebi no prazo.,1.0,5,3,3
82783,"O tecido é ótimo o cumprimento na altura também a, porem na largura não veio exatamente quatro metros veio bem menos, então deveria ter comprado duas aí sim fica como na foto. Chega bem antes do prazo",,3,-1,3
52820,"Entrega dentro do prazo, recomendo",1.0,4,3,3
59732,"Apesar de estar dentro do prazo, não entendo porque a demora em chegar",1.0,4,3,3
86453,"Comprei 2 produtos veio somente 1 mas no dia seguinte veio o segundo, dentro do prazo de entrega.",1.0,5,3,3
70155,O cobreleito é fino e bem leve,1.0,4,3,3
92161,Top essa loja,1.0,5,3,3
67425,"Não recebemos ainda como dar opiniao ou avaliar?
Com prazo para responder se recebemos ou nao?",0.0,2,3,3
82857,Tudo ok.,,3,-1,3
43933,Gostei do serviço,1.0,4,3,3
19584,"Recebi o produto, porém está faltando o nano.. uma peça fundamental para que o mouse funcione.",,3,-1,3
70464,"Gostei do produto, a entrega muito rápida.",,3,-1,3
79922,O produto foi entregue quebrado e minha funcionária foi intimidada para receber a caixa mesmo ela estando toda amassada. Já registrei o problema e até agora não obtive nenhuma resposta.,0.0,1,3,3
46611,"Lojas lannister amo comprar aí, loja MT boa e confiável. ",1.0,5,3,3
43890,ótimo,1.0,5,3,3
37413,"AGUARDO ENTREGA DO PRODUTO OU DEVOLUÇÃO DO VALOR- COMPROVADO EM 02 PARCELAS - A PRIMEIRA SERÁ PAGA EM 05/06/2018, NO CARTÃO DE CRÉDITO",0.0,1,3,3
13024,"Aborrecido, muito decepcionado. Até o presente momento sem informações para que possa ser resolvido. Procuro evitar o PROCON, mas acho que não terá outra solução.",0.0,1,3,3
45659,produto de ótima qualidade... entrega rápida,1.0,5,3,3
21096,Continuo comprando e satisfeita com os produtos baratheon!,1.0,5,3,3
67903,"eu comprei o produto e tiver que ir nas lojas dos correios para fazer á retirar 
mas paguei entregando na minha casa então acho que eu fui lesada .
pela loja recomendo o produto preço .",0.0,1,3,3
79959,"Entrega no prazo,mercadoria bem embalada e informações via e-mail sobre processo de compra e entrega.",1.0,5,3,3
15312,"Tive problema em receber o produto!
Embalagem violada, tive que ir até os Correios para retirar o produto!",0.0,1,3,3
73800,"Excelente vendedor, rápido e material de primeira recomendo",1.0,5,3,3
10022,Entregou antes do prazo.Produto de ótima qualidade .Super recomendo,1.0,5,3,3
